5.00E+07,0.020056
2.00E+08,0.020056
2.20E+08,0.018933
2.39E+08,0.019123
2.59E+08,0.011594
2.78E+08,0.020174
2.98E+08,0.020349
3.17E+08,0.026196
3.37E+08,0.034254
3.56E+08,0.02353
3.76E+08,0.050386
3.95E+08,0.037668
4.15E+08,0.060175
4.34E+08,0.049193
4.54E+08,0.056024
4.73E+08,0.04483
4.93E+08,0.034032
5.12E+08,0.040522
5.32E+08,0.049817
5.51E+08,0.045389
5.71E+08,0.041035
5.90E+08,0.023975
6.10E+08,0.038176
6.29E+08,0.035887
6.49E+08,0.030522
6.68E+08,0.031703
6.88E+08,0.01967
7.07E+08,0.023673
7.27E+08,0.022479
7.46E+08,0.025368
7.66E+08,0.025549
7.85E+08,0.018506
8.05E+08,0.014276
8.24E+08,0.012635
8.44E+08,0.017198
8.63E+08,0.017273
8.83E+08,0.019031
9.02E+08,0.016219
9.22E+08,0.014063
9.41E+08,0.009689
9.61E+08,0.011979
9.80E+08,0.015038
1.00E+09,0.014955
1.02E+09,0.014037
1.04E+09,0.011861
1.06E+09,0.01078
1.08E+09,0.011228
1.10E+09,0.010781
1.12E+09,0.0086158
1.14E+09,0.010981
1.16E+09,0.0090745
1.18E+09,0.0085342
1.19E+09,0.009145
1.21E+09,0.0078908
1.23E+09,0.0084126
1.25E+09,0.0073389
1.27E+09,0.0071976
1.29E+09,0.0064707
1.31E+09,0.0061398
1.33E+09,0.0065498
1.35E+09,0.0072065
1.37E+09,0.0068313
1.39E+09,0.0060911
1.41E+09,0.0054657
1.43E+09,0.0056517
1.45E+09,0.0048
1.47E+09,0.0046474
1.49E+09,0.0035803
1.51E+09,0.0026826
1.53E+09,0.003796
1.55E+09,0.0050464
1.57E+09,0.0044638
1.58E+09,0.0037727
1.60E+09,0.0041614
1.62E+09,0.0037279
1.64E+09,0.0038089
1.66E+09,0.0033674
1.68E+09,0.0030909
1.70E+09,0.0028202
1.72E+09,0.0026639
1.74E+09,0.0022871
1.76E+09,0.0019988
1.78E+09,0.0021326
1.80E+09,0.0021809
1.82E+09,0.0023897
1.84E+09,0.0022574
1.86E+09,0.0023285
1.88E+09,0.0026378
1.90E+09,0.0024204
1.92E+09,0.0024464
1.94E+09,0.0024373
1.96E+09,0.0024817
1.97E+09,0.0022892
1.99E+09,0.0025389
2.01E+09,0.0021472
2.03E+09,0.0023976
2.05E+09,0.0020929
2.07E+09,0.0016513
2.09E+09,0.0016742
2.11E+09,0.0018323
2.13E+09,0.0019223
2.15E+09,0.0020368
2.17E+09,0.0020743
2.19E+09,0.0023057
2.21E+09,0.0021547
2.23E+09,0.0022014
2.25E+09,0.0020877
2.27E+09,0.0021625
2.29E+09,0.0020581
2.31E+09,0.0019537
2.33E+09,0.0020826
2.35E+09,0.0018188
2.36E+09,0.0017045
2.38E+09,0.001548
2.40E+09,0.0013993
2.42E+09,0.0011001
2.44E+09,0.0012442
2.46E+09,0.001395
2.48E+09,0.0013976
2.50E+09,0.0015385
2.52E+09,0.0014119
2.54E+09,0.0015663
2.56E+09,0.0013753
2.58E+09,0.0015502
2.60E+09,0.0017386
2.62E+09,0.0014657
2.64E+09,0.0014633
2.66E+09,0.0015348
2.68E+09,0.001421
2.70E+09,0.0014012
2.72E+09,0.0012299
2.74E+09,0.001144
2.75E+09,0.0011186
2.77E+09,0.0010954
2.79E+09,0.0010146
2.81E+09,0.00094116
2.83E+09,0.00084718
2.85E+09,0.00090851
2.87E+09,0.00086031
2.89E+09,0.00095852
2.91E+09,0.0009706
2.93E+09,0.0010049
2.95E+09,0.00099005
2.97E+09,0.0011822
2.99E+09,0.0011552
3.01E+09,0.0010832
3.03E+09,0.0010136
3.05E+09,0.0011255
3.07E+09,0.001131
3.09E+09,0.00099419
3.11E+09,0.0011687
3.13E+09,0.00093736
3.14E+09,0.0010359
3.16E+09,0.00091447
3.18E+09,0.00096954
3.20E+09,0.00087176
3.22E+09,0.00080266
3.24E+09,0.00090339
3.26E+09,0.00084667
3.28E+09,0.00076248
3.30E+09,0.00076863
3.32E+09,0.00070335
3.34E+09,0.00065306
3.36E+09,0.00058651
3.38E+09,0.00057807
3.40E+09,0.0004989
3.42E+09,0.00060801
3.44E+09,0.00058779
3.46E+09,0.00057854
3.48E+09,0.0007995
3.50E+09,0.0006882
3.52E+09,0.00071449
3.53E+09,0.00080567
