19 November 2013
Frequency [Hz],V_Gain [dB],H_Gain [dB],V_AF [dB/m],H_AF [dB/m]
70000000.0,-8.0700587940854334,0,15.233404685395284,0
84650000.0,-6.6529601050582947,0,15.466884444982087,0
99300000.0,-15.000235620219408,0,25.20060568115175,0
113950000.0,-11.544546685525297,0,22.940218366877897,0
128600000.0,-10.557396448140075,0,23.003600910928856,0
143250000.0,-6.2537482417569432,0,19.637025945570208,0
157900000.0,-12.020011124756664,0,26.249038815947262,0
172550000.0,-12.716938549841796,0,27.716622913416625,0
187200000.0,-10.205575350456364,0,25.913077329522807,0
201850000.0,-12.520436300546564,0,28.882396466497941,0
216500000.0,-11.832709529809017,0,28.803252634621415,0
231150000.0,-11.799197788149115,0,29.338460834655837,0
245800000.0,-8.2513696712490887,0,26.324392333282507,0
260450000.0,-7.6218345580530222,0,26.197706884452053,0
275100000.0,-10.631452290089911,0,29.682649188908297,0
289750000.0,-8.2094429723623303,0,27.711296956099716,0
304400000.0,-6.0957220317388794,0,26.026000084734299,0
319050000.0,-4.5760616130187417,0,24.914621683211664,0
333700000.0,-3.631129358155702,0,24.359638582276272,0
348350000.0,-2.0246849459338638,0,23.126386334370341,0
363000000.0,-1.4938578556781243,0,22.953375447425088,0
377650000.0,-3.1073954032002451,0,24.910570274888684,0
392300000.0,0.48362199943680212,0,21.650129254178626,0
406950000.0,2.23904510941155,0,20.213161037958713,0
421600000.0,2.820701879371037,0,19.938695255743479,0
436250000.0,2.7200785051093574,0,20.336015385260083,0
450900000.0,4.0022436201105318,0,19.340746177045595,0
465550000.0,4.9416017591943611,0,18.679109951516978,0
480200000.0,5.2548751307638542,0,18.634953074681029,0
494850000.0,4.3351059585518659,0,19.815750624493347,0
509500000.0,5.2080693103422799,0,19.196199547531336,0
524150000.0,5.4315341890092466,0,19.218962704666872,0
538800000.0,5.2940315312813482,0,19.595905300762325,0
553450000.0,4.8214336061021186,0,20.301519320565369,0
568100000.0,4.0718212267735359,0,21.278059649796347,0
582750000.0,4.1961642636019807,0,21.37486647127502,0
597400000.0,4.3044906964248328,0,21.482198759962074,0
612050000.0,4.920260395834446,0,21.076862740621234,0
626700000.0,5.0891875171395746,0,21.113391467884558,0
641350000.0,3.7850084942762203,0,22.618278578240858,0
656000000.0,4.9929599798369004,0,21.606501898701019,0
670650000.0,5.4389266800752978,0,21.352376989423675,0
685300000.0,5.6328675589664812,0,21.346132168406125,0
699950000.0,5.4043320146218452,0,21.758393433840631,0
714600000.0,4.9150167646538447,0,22.42762856369929,0
729250000.0,4.5455168681708518,0,22.973396978729266,0
743900000.0,5.5228656078399005,0,22.168810657352452,0
758550000.0,5.3878560425344642,0,22.473213302254766,0
773200000.0,5.2037092084538621,0,22.823512789701162,0
