19 November 2013
Frequency [Hz],V_Gain [dB],H_Gain [dB],V_AF [dB/m],H_AF [dB/m]
2808000000.0,7.5405547127813666,0,31.688772447398698,0
2836500000.0,7.5743462940330373,0,31.742694555006096,0
2865000000.0,7.6213732077693761,0,31.782504409323515,0
2893500000.0,7.4779339212110845,0,32.011920903804942,0
2922000000.0,7.3013086155415117,0,32.273680707448761,0
2950500000.0,7.3753275933051849,0,32.283969877219889,0
2979000000.0,7.3885978598721911,0,32.354197295453396,0
3007500000.0,7.3133111564742581,0,32.512186654788103,0
3036000000.0,7.1653456073708002,0,32.742074828122767,0
3064500000.0,6.9724884885889065,0,33.016089116198387,0
3093000000.0,7.0258850697417605,0,33.043098421346528,0
3121500000.0,7.1097814033947575,0,33.038870472976122,0
3150000000.0,7.2604643605258348,0,32.967131806290894,0
3178500000.0,7.2612872257469272,0,33.044542180607301,0
3207000000.0,7.1621200281780091,0,33.221244261415514,0
3235500000.0,7.231344185021368,0,33.228868989167871,0
3264000000.0,7.3404926831278186,0,33.195895409533364,0
3292500000.0,7.5341151025290145,0,33.077785661172129,0
3321000000.0,7.5813967129304789,0,33.10536589006194,0
3349500000.0,7.4882593015536631,0,33.272725432013431,0
3378000000.0,7.3790422077803388,0,33.455535787944171,0
3406500000.0,7.2644232851254955,0,33.643129671407543,0
3435000000.0,7.1904676664074589,0,33.78945225252864,0
3463500000.0,7.1863190055873236,0,33.865369924894544,0
3492000000.0,7.2927708802001678,0,33.830098911495192,0
3520500000.0,7.4005366938882418,0,33.792935370221947,0
3549000000.0,7.5055516939650166,0,33.75795338401155,0
3577500000.0,7.4773204653102656,0,33.855657474350728,0
3606000000.0,7.4696982204973263,0,33.932201318255053,0
3634500000.0,7.5210359187720393,0,33.949242636116423,0
3663000000.0,7.5219970284817661,0,34.016126435833847,0
3691500000.0,7.4865099910651267,0,34.118932555129263,0
3720000000.0,7.480608592963045,0,34.191635295699619,0
3748500000.0,7.4454891451286462,0,34.293046249538691,0
3777000000.0,7.2411380179914806,0,34.563186769583737,0
3805500000.0,7.2105220907648349,0,34.659097525808122,0
3834000000.0,7.3809330840774461,0,34.553494177788146,0
3862500000.0,7.369486870651329,0,34.629268069031205,0
3891000000.0,7.3056953955369845,0,34.756914311562582,0
3919500000.0,7.2483201322755333,0,34.877678334409318,0
3948000000.0,7.2023698057418004,0,34.986558165234896,0
3976500000.0,7.1782144950964399,0,35.073190331703763,0
4005000000.0,7.2270367087767031,0,35.086398790653142,0
4033500000.0,7.3094572876479411,0,35.065569028956432,0
4062000000.0,7.5934316239695363,0,34.842751848430936,0
4090500000.0,7.7580578569479819,0,34.738855174022952,0
4119000000.0,7.6604108575299996,0,34.896810072623062,0
4147500000.0,7.4321241668597029,0,35.184988818092975,0
4176000000.0,7.0537435989408515,0,35.622851291967976,0
4204500000.0,7.085741353656875,0,35.64993087368719,0
4233000000.0,7.1615803666404245,0,35.632770093864494,0
4261500000.0,7.0982016419662717,0,35.75443330463078,0
4290000000.0,6.9843043310631465,0,35.926226603656055,0
4318500000.0,6.8006248894397707,0,36.167418680260212,0
4347000000.0,6.6940408307156885,0,36.33113706412577,0
4375500000.0,6.6178132276082193,0,36.464125626964773,0
4404000000.0,6.619480779231564,0,36.518850517787428,0
4432500000.0,6.64396617207173,0,36.550393804412089,0
4461000000.0,6.7092712273651598,0,36.540758328491883,0
4489500000.0,6.6929751738932595,0,36.612369435048905,0
4518000000.0,6.6318635891627054,0,36.728446033548892,0
4546500000.0,6.8598451262673121,0,36.555083873223474,0
4575000000.0,7.0256761761316486,0,36.443530882942405,0
4603500000.0,7.0201853961078529,0,36.502962644666937,0
4632000000.0,6.9689421503512792,0,36.607813955061033,0
4660500000.0,6.8761584557443935,0,36.753876881493433,0
4689000000.0,6.9608457340924899,0,36.722144011709204,0
4717500000.0,7.0430457899505612,0,36.692577477813529,0
4746000000.0,6.9344405320632081,0,36.853499236587908,0
4774500000.0,6.9233017769901899,0,36.91664126756821,0
4803000000.0,7.0381169285665948,0,36.853519895237362,0
4831500000.0,7.0734941793113757,0,36.869530589220794,0
4860000000.0,7.0758593193077655,0,36.918251156962818,0
4888500000.0,6.9046338506243394,0,37.140263630816882,0
4917000000.0,6.6569057585911837,0,37.438483498236764,0
4945500000.0,6.2305846498265174,0,37.915004565174883,0
4974000000.0,5.3795857057953897,0,38.815915003907662,0
5002500000.0,3.7045403652280595,0,40.540586671961634,0
5031000000.0,3.7270408348999062,0,40.567430602639767,0
5059500000.0,4.1487598427038277,0,40.194777253218547,0
5088000000.0,5.0947829296514353,0,39.297544214180427,0
5116500000.0,5.6118461572696869,0,38.828998503016592,0
5145000000.0,5.9017712397125717,0,38.587321433281176,0
5173500000.0,6.1289314874410117,0,38.408142672045145,0
5202000000.0,6.2805558669819721,0,38.304236181239816,0
5230500000.0,6.0654738135554727,0,38.566775406102394,0
5259000000.0,5.9192391986923099,0,38.760209308601553,0
5287500000.0,5.8914922495779951,0,38.834900449108694,0
5316000000.0,6.1668985626026753,0,38.606185973835927,0
5344500000.0,6.5024460679274512,0,38.317080651231194,0
5373000000.0,6.4553244443127857,0,38.410397458085811,0
5401500000.0,6.4002782961931466,0,38.5113944033709,0
5430000000.0,6.3284422314246234,0,38.628939451377029,0
5458500000.0,6.1478490624137141,0,38.855002321449334,0
5487000000.0,5.8753924133436284,0,39.172691881602674,0
5515500000.0,5.5712815021012441,0,39.521801367414341,0
5544000000.0,5.3456695632089088,0,39.792179959890809,0
5572500000.0,5.5490196823121387,0,39.633366951758077,0
5601000000.0,5.8432717387401318,0,39.383424805659395,0
5629500000.0,6.1923769336404408,0,39.07840462675955,0
5658000000.0,6.3744727545214683,0,38.940171198922684,0
5686500000.0,6.5191380956894758,0,38.839147864977555,0
5715000000.0,6.6862866101857277,0,38.715423175464998,0
5743500000.0,6.7897284421566138,0,38.655189156935478,0
5772000000.0,6.8136360413898966,0,38.674275498063949,0
5800500000.0,6.8100297009925734,0,38.720664012607074,0
5829000000.0,6.794709675849349,0,38.778556521564262,0
5857500000.0,6.893301881429367,0,38.722329154975355,0
5886000000.0,6.9698861115507613,0,38.687904134745793,0
5914500000.0,7.0034830139120547,0,38.69626279969075,0
5943000000.0,6.940339776470581,0,38.801159919718323,0
5971500000.0,6.8051859332011642,0,38.977867890619137,0
6000000000.0,6.5967705931057008,0,39.227639505591881,0
