21 November 2013
Frequency [MHz],Loss [dB]
1.0,0.0074690727363535487
12.43,0.13852501351046531
23.850000000000001,0.1302553416109748
35.280000000000001,0.12953434733760541
46.710000000000001,0.15093760867372491
58.140000000000001,0.16629264703445901
69.560000000000002,0.18109232430365671
80.989999999999995,0.1882813648501831
92.420000000000002,0.19455849975692191
103.84,0.2007353729685645
115.27,0.20556413526954709
126.7,0.2112818994569941
138.13,0.2174726786355014
149.55000000000001,0.2204028731394076
160.97999999999999,0.22808877795104379
172.41,0.2314643002070817
183.83000000000001,0.24008695618114509
195.25999999999999,0.24110983416780921
206.69,0.24765086701679129
218.12,0.25414693202711119
229.53999999999999,0.26136303805372019
240.97,0.26530147984767583
252.40000000000001,0.26865476606785438
263.81999999999999,0.27024159026726818
275.25,0.27337724279998582
286.68000000000001,0.27918714914658022
298.11000000000001,0.28795344514957177
309.52999999999997,0.29306030293055629
320.95999999999998,0.30180518524308619
332.38999999999999,0.30609876466439212
343.81,0.31172762887459288
355.24000000000001,0.3181777436339791
366.67000000000002,0.3275010390977155
378.10000000000002,0.33839070070719879
389.51999999999998,0.34981053950897328
400.94999999999999,0.35280057702610468
412.38,0.35123197562262792
423.80000000000001,0.36315242983815738
435.23000000000002,0.3704665241715378
446.66000000000003,0.37150201289472612
458.08999999999997,0.37410187821890878
469.50999999999999,0.38081074590644087
480.94,0.38577295068823358
492.37,0.39259421008204992
503.79000000000002,0.3966571771427278
515.22000000000003,0.40239869424400038
526.64999999999998,0.40605800059760672
538.08000000000004,0.40958205896486388
549.5,0.41102009171993098
560.92999999999995,0.4022375943445694
572.36000000000001,0.39728558152120769
583.77999999999997,0.39167983888500268
595.21000000000004,0.38094368890553432
606.63999999999999,0.37933819103374489
618.07000000000005,0.37905849303666372
629.49000000000001,0.37189324870568069
640.91999999999996,0.34784139334055458
652.35000000000002,0.33922216366500441
663.76999999999998,0.35451923673568081
675.20000000000005,0.36955345810778201
686.63,0.38103622949603949
698.05999999999995,0.39281233705708618
709.48000000000002,0.39793858824294293
720.90999999999997,0.40558398413248931
732.34000000000003,0.41273440113989379
743.75999999999999,0.40644702086258988
755.19000000000005,0.40848840159396421
766.62,0.42052522053160291
778.04999999999995,0.44010492464222051
789.47000000000003,0.45764330981244439
800.89999999999998,0.46223294214999228
812.33000000000004,0.46719886861286292
823.75,0.46746439552619629
835.17999999999995,0.46623487194049129
846.61000000000001,0.47131712730144998
858.03999999999996,0.46281434777383651
869.46000000000004,0.45212067845160953
880.88999999999999,0.45036259487980779
892.32000000000005,0.45086410912228092
903.74000000000001,0.45847023913352891
915.16999999999996,0.4658859872756661
926.60000000000002,0.47715230138367548
938.02999999999997,0.4845450063909949
949.45000000000005,0.48939278732444141
960.88,0.49795980242837151
972.30999999999995,0.50485000872618813
983.73000000000002,0.50974329202486113
995.15999999999997,0.51363010871178183
1006.59,0.51812331052221816
1018.02,0.52254661500607968
1029.4400000000001,0.52818796050689953
1040.8699999999999,0.52839536630310369
1052.3,0.52850883232506818
1063.72,0.53646683422042929
1075.1500000000001,0.54310624178972444
1086.5799999999999,0.54841395308685892
1098.01,0.5422070717517109
1109.4300000000001,0.53552877417083466
1120.8599999999999,0.53904343676674016
1132.29,0.54078595728617995
1143.71,0.54690435507500157
1155.1400000000001,0.55214064284490438
1166.5699999999999,0.55431464486845949
1178.0,0.55580045335410422
1189.4200000000001,0.56393208507542403
1200.8499999999999,0.57042801456543191
1212.28,0.57966518646081311
1223.7,0.58731221386187171
1235.1300000000001,0.59753031376629762
1246.5599999999999,0.60535948807755313
1257.99,0.61175016751494582
1269.4100000000001,0.61655957967524988
1280.8399999999999,0.62625306836606698
1292.27,0.62816779226022657
1303.6900000000001,0.63345937895244897
1315.1199999999999,0.63605025719273134
1326.55,0.64084284277609793
1337.98,0.64086528426595935
1349.4000000000001,0.64564961842798518
1360.8299999999999,0.64758221988797526
1372.26,0.64973136422755706
1383.6800000000001,0.65207612484138944
1395.1099999999999,0.65571606762652901
1406.54,0.65732388823508014
1417.97,0.66035159672936938
1429.3900000000001,0.66315247640595942
1440.8199999999999,0.66474652302277559
1452.25,0.66480291531623581
1463.6700000000001,0.66771923893954022
1475.0999999999999,0.67183371582021589
1486.53,0.67412838796350538
1497.96,0.67703803284327624
1509.3800000000001,0.68298988743388744
1520.8099999999999,0.68455148647213171
1532.24,0.68850485329499189
1543.6600000000001,0.69043701932239732
1555.0899999999999,0.69186150047262174
1566.52,0.69144564176214218
1577.95,0.69527915446834365
1589.3699999999999,0.69637637465123114
1600.8,0.6996036580260323
1612.23,0.7036391444000597
1623.6500000000001,0.70809759947343376
1635.0799999999999,0.70947636261336366
1646.51,0.71077955299491413
1657.9400000000001,0.71140628369305259
1669.3599999999999,0.71273474843223983
1680.79,0.71403796530593933
1692.22,0.71674320489350674
1703.6400000000001,0.72067815155482451
1715.0699999999999,0.72433640210024874
1726.5,0.72883914096650082
1737.9300000000001,0.73187407053006082
1749.3499999999999,0.73783025971524929
1760.78,0.74156179939092737
1772.21,0.74429528432953262
1783.6300000000001,0.74548759537599862
1795.0599999999999,0.74823773139010241
1806.49,0.74878196547837039
1817.9200000000001,0.74813435105028037
1829.3399999999999,0.75237161571766009
1840.77,0.75688568276244883
1852.2,0.75708059873698352
1863.6199999999999,0.76073124256896441
1875.05,0.76135445733446283
1886.48,0.76108038587354165
1897.9100000000001,0.76240626948431611
1909.3299999999999,0.7642976280271665
1920.76,0.76813159369499295
1932.1900000000001,0.77076307724073689
1943.6099999999999,0.77173480199025257
