Measured Date:, 2013/11/07
Frequency [Hz], Cable Loss [dB]
3380000000,2.984205807
3386666667,2.987924301
3393333333,2.985431549
3400000000,2.985802972
3406666667,2.987412137
3413333333,2.988340986
3420000000,2.98690077
3426666667,2.984005558
3433333333,2.978894996
3440000000,2.970403872
3446666667,2.964562489
3453333333,2.970427827
3460000000,2.982355293
3466666667,3.005306843
3473333333,3.034984901
3480000000,3.05995874
3486666667,3.075696218
3493333333,3.075642252
3500000000,3.066108042
3506666667,3.048566922
3513333333,3.034934574
3520000000,3.024881509
3526666667,3.026134774
3533333333,3.029689031
3540000000,3.036444755
3546666667,3.047906865
3553333333,3.053938649
3560000000,3.06083384
3566666667,3.070167025
3573333333,3.082303881
3580000000,3.098718568
3586666667,3.120012971
3593333333,3.136725662
3600000000,3.142457856
3606666667,3.131623537
3613333333,3.111969998
3620000000,3.087372665
3626666667,3.067326419
3633333333,3.059038939
3640000000,3.062506925
3646666667,3.081158427
3653333333,3.103162256
3660000000,3.130925159
3666666667,3.153282186
3673333333,3.164807941
3680000000,3.16770862
3686666667,3.169196527
3693333333,3.169239864
3700000000,3.173380198
3706666667,3.174222768
3713333333,3.169028031
3720000000,3.157848688
3726666667,3.138817214
3733333333,3.123032703
3740000000,3.117104744
3746666667,3.123229406
3753333333,3.136743644
3760000000,3.166365869
3766666667,3.20028813
3773333333,3.229794412
3780000000,3.244295887
3786666667,3.247348384
3793333333,3.23600321
3800000000,3.22061471
3806666667,3.208185291
3813333333,3.198344474
3820000000,3.193046252
3826666667,3.187336419
3833333333,3.18261556
3840000000,3.175422397
3846666667,3.176250408
3853333333,3.183219287
3860000000,3.197604096
3866666667,3.219297886
3873333333,3.244858543
3880000000,3.270615856
3886666667,3.28643139
3893333333,3.283641813
3900000000,3.267761417
3906666667,3.24252144
3913333333,3.222050258
3920000000,3.208670401
3926666667,3.205911837
3933333333,3.214469375
3940000000,3.229331349
3946666667,3.247027567
3953333333,3.261331044
3960000000,3.27166618
3966666667,3.275068688
3973333333,3.284545787
3980000000,3.295322633
3986666667,3.3106814
3993333333,3.325414017
4000000000,3.32091447
4006666667,3.303354223
4013333333,3.279854415
4020000000,3.255216698
4026666667,3.234905458
4033333333,3.231567838
4040000000,3.243508564
4046666667,3.264333381
4053333333,3.294045187
4060000000,3.328038955
4066666667,3.348809693
4073333333,3.353638629
4080000000,3.343921071
4086666667,3.33369315
4093333333,3.323107707
4100000000,3.317915248
4106666667,3.319304082
4113333333,3.31443462
4120000000,3.305456292
4126666667,3.295398306
4133333333,3.291625942
4140000000,3.288790832
4146666667,3.296986897
4153333333,3.315514879
4160000000,3.341394893
4166666667,3.372499711
4173333333,3.39643342
4180000000,3.410012228
4186666667,3.398748988
4193333333,3.377279587
