19 November 2013
Frequency [Hz],Gain [dB]
2370050000.0,36.098625023978585
2384700000.0,36.12480878483418
2399350000.0,36.129760931382442
2414000000.0,36.134789013349206
2428650000.0,36.149399375828928
2443300000.0,36.147969563029889
2457950000.0,36.152724834528172
2472600000.0,36.182645017533403
2487250000.0,36.188723569285159
2501900000.0,36.216153486143199
2516550000.0,36.198930726745054
2531200000.0,36.185188873589873
2545850000.0,36.189458238119627
2560500000.0,36.192346913232697
2575150000.0,36.218269698584137
2589800000.0,36.242015904312304
2604450000.0,36.247388129232178
2619100000.0,36.24213696250888
2633750000.0,36.219012747033986
2648400000.0,36.22423453909186
2663050000.0,36.221165108038001
2677700000.0,36.230620733805104
2692350000.0,36.248758459008009
2707000000.0,36.240755393905374
2721650000.0,36.222516456225939
2736300000.0,36.211349535295334
2750950000.0,36.205642830126607
2765600000.0,36.23121150784884
2780250000.0,36.240692775927123
2794900000.0,36.251216300465103
2809550000.0,36.242784756646621
2824200000.0,36.22222645573644
2838850000.0,36.210561240702781
2853500000.0,36.207223330895246
2868150000.0,36.212980985720236
2882800000.0,36.222382249479651
2897450000.0,36.210614325475575
2912100000.0,36.176918539060452
2926750000.0,36.163389174731705
2941400000.0,36.144480879190922
2956050000.0,36.151577763522191
2970700000.0,36.158528740890937
2985350000.0,36.153113702039541
3000000000.0,36.149180614180857
