19 November 2013
Frequency [Hz],Gain [dB]
84650000.0,35.00339629340197
99300000.0,35.122292820227173
113950000.0,35.185742018059855
128600000.0,35.231644188905101
143250000.0,35.265031506432237
157900000.0,35.289849650494482
172550000.0,35.303138388515329
187200000.0,35.326744374073215
201850000.0,35.331632787414449
216500000.0,35.351768190925917
231150000.0,35.359903402624639
245800000.0,35.372002023711168
260450000.0,35.383202665001349
275100000.0,35.376422122378671
289750000.0,35.391978603642997
304400000.0,35.39230003608548
319050000.0,35.395708929556228
333700000.0,35.396123768323534
348350000.0,35.40231080201481
363000000.0,35.401371431036836
377650000.0,35.404646774084384
392300000.0,35.412026568486198
406950000.0,35.409055238035464
421600000.0,35.41754851181598
436250000.0,35.413264713206928
450900000.0,35.418349028608588
465550000.0,35.421302070110087
480200000.0,35.418050506464517
494850000.0,35.413749664035734
509500000.0,35.412824586675463
524150000.0,35.414359092962499
538800000.0,35.422694509417276
553450000.0,35.42504012387819
568100000.0,35.430568660520663
582750000.0,35.425198563117213
597400000.0,35.427545120466391
612050000.0,35.426636093358866
626700000.0,35.41791350214713
641350000.0,35.420970004702454
656000000.0,35.418511187356579
670650000.0,35.426306287734619
685300000.0,35.426556619566306
699950000.0,35.420064406915387
714600000.0,35.422102057138659
729250000.0,35.41808755402031
743900000.0,35.423267346459653
758550000.0,35.424871050393719
773200000.0,35.420244224265382
787850000.0,35.427086096335252
802500000.0,35.420443885491352
817150000.0,35.414875922397535
831800000.0,35.420549677267928
846450000.0,35.418023481727332
861100000.0,35.434136970024454
875750000.0,35.430744306610094
890400000.0,35.423973371714212
905050000.0,35.422812717260108
919700000.0,35.415731849413518
934350000.0,35.422318189442969
949000000.0,35.427566501603124
963650000.0,35.428082209086973
978300000.0,35.43216631575693
992950000.0,35.424690222696668
1007600000.0,35.433512408316872
1022250000.0,35.430941117672141
1036900000.0,35.441303658943241
1051550000.0,35.438691487939735
1066200000.0,35.433922074919735
1080850000.0,35.436250649092102
1095500000.0,35.419502183448706
1110150000.0,35.40953274722704
1124800000.0,35.437104544458194
1139450000.0,35.437411079485734
1154100000.0,35.435768690791527
1168750000.0,35.435338514707425
1183400000.0,35.427063649383555
1198050000.0,35.441268521893846
1212700000.0,35.439893185404202
1227350000.0,35.455349067142933
1242000000.0,35.454326665340439
1256650000.0,35.458941374830438
1271300000.0,35.462511638830712
1285950000.0,35.449435850928253
1300600000.0,35.458226496800606
1315250000.0,35.462935758756196
1329900000.0,35.472483069390933
1344550000.0,35.481472078932832
1359200000.0,35.470164087297967
1373850000.0,35.475817253974085
1388500000.0,35.48308846879236
1403150000.0,35.480033222250078
1417800000.0,35.508202268394044
1432450000.0,35.499805464559458
1447100000.0,35.5185956999699
1461750000.0,35.514135760160386
1476400000.0,35.520382619730981
1491050000.0,35.511224959824304
1505700000.0,35.512761708769659
1520350000.0,35.553003200341301
1535000000.0,35.545384831081989
1549650000.0,35.557561160583219
1564300000.0,35.527577872022455
1578950000.0,35.535869152458645
1593600000.0,35.544740704049758
1608250000.0,35.590596554201845
1622900000.0,35.623024569020302
1637550000.0,35.617545708419762
1652200000.0,35.595152451244473
1666850000.0,35.600059799302997
1681500000.0,35.593390353011529
1696150000.0,35.624354516441208
1710800000.0,35.621595248072794
1725450000.0,35.656267540111962
1740100000.0,35.669059425597837
1754750000.0,35.658296361134219
1769400000.0,35.679951432828588
1784050000.0,35.668361353866331
1798700000.0,35.690228653646571
1813350000.0,35.715592985086488
1828000000.0,35.711147214622663
1842650000.0,35.753054932311173
1857300000.0,35.733419806286562
1871950000.0,35.726166835769426
1886600000.0,35.759078537922669
1901250000.0,35.752159635609296
1915900000.0,35.801683227488198
1930550000.0,35.787291269235951
1945200000.0,35.799474923599398
1959850000.0,35.800463151588566
1974500000.0,35.78988621671084
1989150000.0,35.825248427809406
2003800000.0,35.821917755548213
2018450000.0,35.845549306534252
2033100000.0,35.863298158659966
2047750000.0,35.856451084555772
2062400000.0,35.881548420567476
2077050000.0,35.881249054869926
2091700000.0,35.897736778060725
2106350000.0,35.919046724478747
2121000000.0,35.906041628337405
2135650000.0,35.925014443672055
2150300000.0,35.921601625959681
2164950000.0,35.935941958581701
2179600000.0,35.952793481917652
2194250000.0,35.956582310401735
2208900000.0,35.970031680345244
2223550000.0,35.962425430980794
2238200000.0,35.98605821106058
2252850000.0,35.982798248414483
2267500000.0,36.002480176293702
2282150000.0,36.034965481199073
2296800000.0,36.044069773581718
2311450000.0,36.06874927030097
2326100000.0,36.082840040568513
2340750000.0,36.089152189956437
2355400000.0,36.095351304128819
